source;translation;type;module;status;customer
"You have been approved in campaign";"Jūs esat apstiprināts kampaņai";B;merchant;T;N
"Affiliate - Affiliate declined in campaign";"Partnerim - Partneris kampaņai atteikts";B;merchant;T;N
"You have been declined in campaign";"Jums šī kampaņa ir tikusi atteikta";B;merchant;T;N
"Missing vat";"Trūkst pvn";S;merchant;T;N
"Write DB settings";"Rakstît DB iestatîjumus";S;;T;N
"Set database";"Iestatīt datu bāzi";S;;T;N
"Create framework tables";"Izveidot struktūras tabulas";S;;T;N
"Create application tables";"Izveidot programmatūras tabulas";S;;T;N
"Write framework version";"Ierakstīt struktūras versiju";S;;T;N
"Write application version";"Ierakstīt programmatūras versiju";S;;T;N
"Could not write application version. %s";"Neizdevās ierakstīt programmatūras versiju. %s";S;;T;N
"Create database";"Izveidot datu bāzi";S;;T;N
"Translation already exist! You can not add source message multiple times.";"Tulkojums jau eksistē! Jūs nevarat pievienot izcelsmes ziņu vairākas reizes.";S;;T;N
"translation";"tulkojums";S;;T;N
"Forced matrix allows you to limit to the number of referrals of subaffiliates any affiliate can refer. It means that every affiliate can have only specified number of children.";"Forced Matrix ļauj jums limitēt referāļu vai apakšpartneru skaitu, kurus ikviens partneris var piesaistīt. Tas nozīmē, ka katram partnerim var būt tikai noteikts skaits ""bērnu"".";S;merchant;T;N
"Read more details about Forced Matrix in our knowledgebase:";"Lasiet vairāk par Forced Matrix mūsu zinību bāzē:";S;merchant;T;N
"Forced Matrix description";"Piespiedu Matrices apraksts";S;merchant;T;N
"Unlimited";"Neierobeţots";C;;T;N
"Matrix width";"Matrices platums";C;;T;N
"Matrix height";"Matrices augstums";C;;T;N
"Actual sponsor";"Tiešais sponsors";C;;T;N
"No sponsor";"Nav sponsora";C;;T;N
"Chosen affiliate";"Izvēlētais partneris";C;;T;N
"affiliate will be saved without parent affiliate (sponsor)";"partneris tiks saglabāts bez ""sponsora"" afilātes";C;;T;N
"affiliate will be sent as child to this affiliate.";"partneris tiks nosūtīts kā ""bērns"" šim partnerim.";C;;T;N
"Send spillover to";"Sūtīt spillover uz";C;;T;N
"On affiliate join to campaign";"Kad partneris pievienojas kampaņai";C;;T;N
"On approve/decline affiliate for campaign";"Kad tiek apstiprināts/atteikts partneris kampaņai";C;;T;N
"Link To Pdf";"Saite uz Pdf";C;;T;N
"Rebrand Pdf";"Nomainît Pdf zîmolu";C;;T;N
"Replicated site";"Paralēlais saits";C;;T;N
"Hidden banner";"Slēptais baneris";C;merchant;T;N
"Only affiliates with vat";"Tikai partneri ar pvn";C;merchant;T;N
"General Banner Information";"Galvenā banera informācija";S;merchant;T;N
"In uploaded document were found following variables:";"Augšuplādētajos dokumentos tika atrasti sekojoši mainīgie:";S;merchant;T;N
"Supported Variables";"Atbalstîtie mainîgie";S;merchant;T;N
"You can preview rebranded PDF document - same result will see your affiliates. Variables will be replaced with values related to selected affiliate from list box.";"Jūs varat priekšskatīt nomainītā zīmola PDF dokumentu - šo pašu rezultātu redzēs jūsu partneri. Mainīgie tiks aizvietoti ar vērtībām no izvēlētā partnera datiem.";S;merchant;T;N
"Select affiliate first please!";"Lūdzu pa priekšu izvēlieties partneri!";C;;T;N
"Preview Rebranded PDF document";"Priekšskatīt nomainītā zīmola PDF dokumentu";C;;T;N
"Number of Sales";"Pārdošanas";B;;T;N
"Network connections are disabled";"Tīkla piesaistes ir atslēgtas";S;;T;N
"Sale filter";"Pārdošanu Filtrs";S;;T;N
"Minimum total cost";"Minimālā kopējā vērtība";S;;T;N
"After signup action code";"Pēc reģistrācijas rīcības kods";S;;T;N
"Additional options";"Papildus opcijas";S;;T;N
"Please enable ""iconv"" extension.";"Lūdzu aktivizējiet ""iconv"" pagarinājumu.";S;;T;N
"Please enable ""ionCube Loader"" extension.";"Lūdzu aktivizējiet ""ionCube Loader"" pagarinājumu.";S;;T;N
"After signup action campaign ID";"Pēc reģistrācijas rīcības kampaņas ID";S;;T;N
"After signup action saved";"Pēc reģistrācijas rīcība saglabāta";S;;T;N
"Action commission for signup";"Rīcības komisija par reģistrāciju";S;;T;N
"Uploaded Pdf File";"Augšuplādētais Pdf fails";S;merchant;T;N
"File Name:";"Faila nosaukums:";S;merchant;T;N
"File Size:";"Faila izmērs:";S;merchant;T;N
"Upload PDF file";"Augšuplādēt Pdf failu";C;;T;N
"Hide Supported Variables";"Slēpt atbalstītos mainīgos";C;;T;N
"Show Supported Variables";"Atklāt atbalstītos mainīgos";C;;T;N
"Read more in our Knowledge Base";"Lasiet vairāk mūsu Zinību Bāzē";S;;T;N
"Error loading user '%s'";"Kļūda ielādējot lietotāja '%s'";S;;T;N
"Replicated site '%s' does not exist";"Paralēlais saits '%s' neeksistē";S;;T;N
"Invalid license.";"Nepareiza licence.";S;;T;N
"Can not connect to FTP server.";"Nevar pieslēgties FTP serverim.";S;;T;N
"Param itemId is mising";"Parametrs itemId iztrūkst";S;;T;N
"Do not save sales after cookie lifetime";"Nesaglabāt pārdošanas pēc sīkdatnes cookie dzīves laika";S;;T;N
"Lifetime commission settings saved";"Mūža komisiju iestatījumi saglabāti";S;;T;N
"Preview for";"Priekšstatījums";S;merchant;T;N
"Files in replicated folder:";"Faili replicētajā mapē:";B;;T;N
"Search for";"Meklēt";S;;T;N
"Lifetime of cookie in days for this commission group. 0 means infinite.";"Sīkdatnes ilgmūžība dienās šai komisiju grupai. 0 nozīmē bezgalîbu.";C;;T;N
"Same as campaign";"Tāds pats kā kampaņai";C;;T;N
"Custom cookie validity";"Variēts sīkdatnes derīgums";C;;T;N
"Cookie lifetime";"Sīkdatnes ilgmūžība";C;;T;N
"Generate .htaccess for this location";"Ģenerēt .htaccess šai vietai";C;;T;N
"Check if .htaccess is ok at this location";"Pārbaudīt vai .htaccess šajā vietā ir kārtībā";C;;T;N
"Replicated site is at default location";"Paralēlais saits atrodas noklusējuma vietā";C;;T;N
"Replicated site is at custom location";"Paralēlais saits atrdodas citā (uzstādītā) vietā";C;;T;N
"Replicated site folder";"Replicētās tīmekļa vietnes mape";C;;T;N
"Upload .htaccess to";"Augšuplādēt .htaccess ";C;;T;N
"Check if it is working";"Pārbaudīt vai tas darbojas";C;;T;N
"Generate .htaccess";"Ģenerēt .htaccess";C;;T;N
"Replicated site URL";"Replicētās tīmekļa vietnes URL";S;merchant;T;N
"Replicated site files";"Replicētās tīmekļa vietnes faili";S;merchant;T;N
"You can use following variables in replicated files";"Jūs varat izmantot sekojošus mainīgos replicētajos failos";S;merchant;T;N
"Affiliate_Refid";"Afilāšu_Refid";S;merchant;T;N
".htaccess code for replicated site";".htaccess kods replicētajai tīmekļa vietnei";S;merchant;T;N
"Default location works without any setup. You just specify name of replicated site.";"Noklusējuma vieta darbojas bez iestatījuma. Jums tikai jānosaka replicētās tīmekļa vietnes nosaukums.";C;;T;N
"All replicated site files need to be uploaded to this folder.";"Visi replicētās tīmekļa vietnes faili jāaugšuplādē šajā mapē.";C;;T;N
"Site url";"Tīmekļa vietnes url";C;;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"Referāļa ID var saturēt tikai [a-zA-Z0-9_-] simbolus. %s dotie";S;;T;N
"Conversion ratio";"Pārveidošanas reitings";B;merchant;T;N
"Anchor links";"Enkuru saites";C;merchant;T;N
"Error computing commissions: ";"Kļūda kalkulējot komisijas:";C;merchant;T;N
"Text link format";"Teksta saites formāts";S;merchant;T;N
"Image banner format";"Attēla banera formāts";S;merchant;T;N
"Flash banner format";"Flash banera formāts";S;merchant;T;N
"Key";"Atslēga";S;;T;N
"Initialization vector";"Inicializācijas vektors";S;;T;N
"Initialization vector must be 16 characters long";"Inicializācijas vektoram jābūt 16 simbolus garam";S;;T;N
"Encrypt codes saved";"Šifra kodi saglabāti";S;;T;N
"Payout fields encryption";"Izmaksu lauciņu šifrēšana";S;;T;N
"Post signup page.";"Pēc reģistrācijas lapa.";S;;T;N
"You have been successfully signed up.";"Jūs esat veiksmīgi noreģistrējies.";S;;T;N
"Failed to set default merchant";"Neizdevās iestatīt noklusējuma tirgotāju";S;merchant;T;N
"Default merchant changed";"Noklusējuma tirgotājs izmainīts";S;merchant;T;N
"You cannot delete default merchant";"Jūs nevarat dzēst galveno noklusējuma tirgotāju (merchant)";C;merchant;T;N
"You cannot set unapproved merchant to default";"jūs nevarat iestatīt neapstiprinātu tirgotāju kā noklusējuma";C;merchant;T;N
"to be the default merchant?";"lai būtu par noklusējuma tirgotāju?";C;merchant;T;N
"Affiliate - New User Signup Declined";"Partnerim - Jauna lietotāja reģistrācija atteikta";B;;T;N
"You have been declined in affiliate program";"Jūs partnera programmā esat noraidīts";B;;T;N
"Parent %s";"""Vecāks"" %s";S;;T;N
"Notification email";"Paziņojuma e-pasts";B;merchant;T;N
"Custom field number (1-6)";"Brīvi izvēlētā lauciņa numurs (1-6)";S;;T;N
"Security code";"Drošības kods";S;;T;N
"Allow test sales";"Atļaut pārbaudes pārdošanas";S;;T;N
"AlertPay plugin configuration saved";"AlertPay plagina konfigurācija saglabāta";S;;T;N
"AlertPay integration plugin";"AlertPay integrācijas plagins";S;;T;N
"This plugin handles AlertPay IPN notifications (integration of Post Affiliate with AlertPay). Do not forget to configure this plugin after activation.";"Šis spraudnis pārvalda AlertPay IPN ziņojumus (AlertPay integrēšana Post Affiliate). Neaizmirstiet pēc aktivizēšanas nokonfigurēt šo spraudni.";S;;T;N
"do not force email usernames";"neuzspiest e-pasta lietotājvārdus";C;merchant;T;N
"Invoice settings saved";"Rēķina iestatījumi saglabāti";S;merchant;T;N
"Invalid Smarty syntax. More information: ";"Nepareiza Smarty sintakse. Vairāk informācijas: ";S;merchant;T;N
"VAT handling saved";"PVN pārvalde saglabāta";S;merchant;T;N
"Target url";"Mērķa url";S;;T;N
"Error sending new direct link notification email to merchant: %s";"Kļūda tiešās saites paziņojuma sūtīšanas laikā tirgotājam: %s";S;affiliate;T;N
"Referrer URL";"Referāļa URL";S;;T;N
"Sale count";"Pārdošanas uzskaite";S;;T;N
"Sale total cost";"Pārdošanas kopējās izmaksas";S;;T;N
"Sale commision";"Pārdošanas komisija";S;;T;N
"Top referrer URL";"TOP referāļa URL";B;;T;N
"DirectLinks Approved";"DirectLinks (Tiešās Saites) apstiprinātas";S;affiliate;T;N
"DirectLinks Declined";"DirectLinks atteikti";S;affiliate;T;N
"DirectLinks Pending";"DirectLinks neizlemti";S;affiliate;T;N
"DirectLinks Deleted";"Tiešās saites ir dzēstas";S;affiliate;T;N
"Affiliate - DirectLink Notification";"Afilātei - DirectLink paziņojums";B;affiliate;T;N
"DirectLink notification";"DirectLink paziņojums";B;affiliate;T;N
"DirectLink URL";"Tiešās saites URL";S;merchant;T;N
"DirectLink Note";"DirectLink piezîme";S;merchant;T;N
"DirectLink Approve Link";"DirectLink apstiprinājuma saite";S;merchant;T;N
"DirectLink Decline Link";"DirectLink atteikuma saite";S;merchant;T;N
"Merchant - New DirectLink Notification";"Tirgotājs - jauns paziņojums par DirectLink Tiešo Saiti";B;merchant;T;N
"New DirectLink notification";"Jauna DirectLink paziņojums";B;merchant;T;N
"Top affiliates";"Vadošie partneri";B;merchant;T;N
"Top referring URLs";"TOP piesaistes URLi";B;;T;N
"Raw impressions";"Neapstrādātas impresijas";S;;T;N
"Unique impressions";"Unikālas impresijas";S;;T;N
"Error sending direct link changed status notification email to affiliate: %s";"Kļūda nosūtot tiešās saites statusa nomainīšanas paziņojuma e-pastu partnerim: %s";S;merchant;T;N
"Standard PHP Library is on";"Standarta PHP bibliotēka ir aktīva";S;;T;N
"Application requires Standard PHP Library extension";"Programmatūrai nepieciešams standarta PHP Library pagarinājums";S;;T;N
"Please recompile your PHP with Standard PHP Library extension";"Lūdzu pārkompilējiet savu PHP ar Standarta PHP Library pagarinājumu";S;;T;N
"Application requires session.auto_start parameter off";"Programmatūrai nepieciešams atslēgt session.auto_start parametru";S;;T;N
"Please turn session.auto_start parameter off in your php.ini";"Lūdzu atslēdiet session.auto_start parametru savā php.ini";S;;T;N
"Task does not exist!";"Uzdevums neeksistē!";S;;T;N
"Task is not valid!";"Uzdevums nav derîgs!";S;;T;N
"Only numbers in Referral ID";"Tikai skaitļi afilātes ID.";S;;T;N
"Only numbers in Referral ID.";"Tikai skaitļi referāļa ID.";S;;T;N
"Referral ID can contain only [0-9] characters. %s given";"Referāļa ID var saturēt tikai [0-9] simbolus. %s doti";S;;T;N
"Custom field number (1-5)";"Brīvas izvēles lauciņa skaitlis (1-5)";S;;T;N
"Custom field number must be from range 1-5.";"Brīvas izvēles lauciņa skaitlim jābūt robežās no 1-5.";S;;T;N
"UltraCart plugin configuration saved";"UltraCart plagina konfigurācija saglabāta";S;;T;N
"UltraCart integration plugin";"UltraCart integrācijas plagins";S;;T;N
"This plugin handles UltraCart IPN notifications (integration of Post Affiliate with UltraCart). Do not forget to configure this plugin after activation.";"Šis spraudnis pārvalda UltraCart IPN ziņojumus (UltraCart integrācija Post Affiliate). Neaizmirstiet nokonfigurēt šo plaginu pēc aktivizēšanas.";S;;T;N
"Username Referral IDs";"Referāļa lietotājvārda ID";S;;T;N
"Username will be used as Referral IDs";"Lietotājvāds tiks izmantots kā referāļa ID";S;;T;N
"Date of sale";"Pārdošanas datums";S;;T;N
"Sale status";"Pārdošanas statuss";S;;T;N
"Group by";"Grupēt pēc";S;;T;N
"You have been contacted by your affiliate";"Partneris ir sazinājies ar jums";S;merchant;T;N
"at";"ar";S;merchant;T;N
"Referrer:";"Referālis:";S;merchant;T;N
"filled ""Contact us"" form.";"aizpildîtu  ""Sazinieties ar mums"" veidlapu.";S;merchant;T;N
"Affiliate name";"Partnera vārds";S;;T;N
"Affiliate email";"Partnera e-pasts";S;merchant;T;N
"Regards";"Ar cieņu";S;;T;N
"Dear merchant";"Cienījamo tirgotāj";S;;T;N
"A new sale/lead was recorded at ";"Jauna pārdošana/piesaiste tika piefiksēts";S;merchant;T;N
"The sale was assigned to affiliate with user name";"Pārdošana tika piefiksēta partnerim ar lietotājvārdu";S;merchant;T;N
"Sale details";"Pārdošanas detaļas";S;;T;N
"Commission for affiliate";"Komisija partnerim";S;merchant;T;N
"Referrer Url";"Referāļa Url";S;;T;N
"Dear";"Cienījamais(ā)";S;;T;N
"Thank you for registration in our affiliate program.";"Pateicamies par reģistrēšanos mūsu partnerprogrammā.";S;;T;N
"You have been approved and you can login using the following link";"Jūs esat ticis apstiprināts un varat pieslēgties izmantojot sekojošo saiti";S;;T;N
"Your username";"Jūsu lietotājvārds";S;;T;N
"Your password";"Jūsu parole";S;;T;N
"Your Affiliate manager";"Jūsu partneru atbalsta menedžeris";S;;T;N
"Thank you for your registration in our affiliate program.";"Paldies par reģistrāciju mūsu partnerprogrammā.";S;;T;N
"We review every application";"Mē pāskatām katru pieteikumu";S;;T;N
"manually";"manuāli";S;;T;N
"and your registration is waiting for manual approval.";"un jūsu reģistrācija gaida manuālu apstiprinājumu.";S;;T;N
"You have been declined in affiliate program.";"Jūsu dalība partnerprogrammā ir tikusi atteikta.";S;;T;N
"joined your campaign";"pievienojās jūsu kampaņai";S;affiliate;T;N
"This affiliate is waiting for your approval.";"Šis partneris gaida jūsu apstiprinājumu.";S;affiliate;T;N
"Amount paid";"Izmaksātais daudzums";S;;T;N
"Sincerely";"Ar cieņu";S;;T;N
"Commission from this sale";"Komisija no šīs pārdošanas";S;;T;N
"One of your sub-affiliates";"Viens no jūsu apakš-partneriem";S;affiliate;T;N
"made a sale/lead.";"veica pārdošanu/uzvedinājumu";S;affiliate;T;N
"Sale/lead preview";"Pārdošanas/piesaistes priekšskats";S;affiliate;T;N
"Statistics date range";"Statistikas datu diapazons";S;;T;N
"Hello";"Sveiki";S;;T;N
"we have received new password request for your account";"mēs esam saņēmuši jaunas paroles pieprasījumu no jūsu konta";S;;T;N
"or copy URL";"vai iekopēt URL";S;;T;N
"to your browser and change your password.";"savā pārlūkā un nomainiet paroli.";S;;T;N
"This request is valid until";"Šis pieprasījums ir derīgs līdz";S;;T;N
"Quality Unit Team";"Quality Unit Komanda";S;;T;N
"On direct link approve/decline";"Direct link apstiprinājums/atteikums";C;affiliate;T;N
"All URLs";"Visi URL";C;affiliate;T;N
"First click referrer URL";"Pirmā klikšķa referāļa URL";C;affiliate;T;N
"Last click referrer URL";"Pēdējā klikšķa referāļa URL";C;affiliate;T;N
"banner ID";"banera ID";C;merchant;T;N
"On new direct link";"Jaunam direct link";C;merchant;T;N
"On direct link approved";"Direct link apstiprināts";C;merchant;T;N
"status";"statuss";S;;T;N
"size";"izmērs";S;;T;N
"destination url";"mērķa url";S;;T;N
"Here you can specify how your links will look like.<br/>The link format will be: http://www.yoursite.com/prefixAFFILIATEIDseparatorBANNERIDsuffix<br/>for example: http://www.yoursite.com/ref/11111111/22222222.html";"Šeit jūs varat specificēt kā jūsu saites izskatīsies.<br/>Saišu formāts būs: http://www.jususaits.com/prefixAFFILIATEIDseparatorBANNERIDsuffix<br/>piemēram: http://www.jususaits.com/ref/11111111/22222222.html";S;merchant;T;N
"Pdf Parser Error: ";"Pdf Parsera kļūda: ";S;;T;N
"Bad Password";"Slikta parole";S;;T;N
"New User Signup Status";"Jauna lietotāja reģistrēšanās statuss";S;merchant;T;N
"New User Signup Approve Link";"Jauna lietotāja reģistrācijas apstiprinājuma saite";S;merchant;T;N
"New User Signup Decline Link";"Jauna lietotāja reģistrācijas atteikuma saite";S;merchant;T;N
"Sale Approve Link";"Pārdošanas apstiprinājuma saite";S;merchant;T;N
"Sale Decline Link";"Pārdošanas atteikuma saite";S;merchant;T;N
"Affiliate Join Campaign Approve Link";"Partnera pievienošanās kampaņai apstiprinājuma saite";S;affiliate;T;N
"Affiliate Join Campaign Decline Link";"Partnera pievienošanās kampaņai atteikuma saite";S;affiliate;T;N
"Failed to load direct link. (direct link propably deleted)";"Neizdevās ielādēt tiešo saiti. (iespējams, tiešā saite ir dzēsta)";S;merchant;T;N
"Session autostart is off";"Sesijas autostartēšana ir atslēgta";S;;T;N
"Clearing templates cache";"Attīra veidnes kešu";S;;T;N
"Separator:";"Atdalītājs:";S;;T;N
"TrialPay plugin configuration saved";"TrialPay plagina konfigurācija saglabāta";S;;T;N
"TrialPay integration plugin";"TrialPay integrācijas spraudnis";S;;T;N
"This plugin handles TrialPay notifications (integration of Post Affiliate with TrialPay).";"Šis spraudnis pārvalda TrialPay ziņojumus (TrialPay integrācija Post Affiliate).";S;;T;N
"added new directlink at";"pievienots jauns directlink";S;merchant;T;N
"If you like to APPROVE it click here";"Ja vēlaties to APSTIPRINĀT spiediet šeit";S;merchant;T;N
"If you like to DECLINE it click here";"Ja vēlaties to ATTEIKT spiediet šeit";S;merchant;T;N
"Enter Pasword For Pdf Document";"Ievadiet paroli Pdf dokumentam";C;;T;N
"Pdf Password Request";"Pdf paroles pieprasîjums";C;;T;N
"Ok";"Ok ";C;;T;N
"Tiers visible";"Paaudzes redzamas";C;merchant;T;N
"Number of tiers visible to affiliate";"Partnerim redzamo paaudţu skaits";C;merchant;T;N
"Html";"Html ";B;;T;N
"Wysiwyg";"Wysiwyg ";C;;T;N
"Quality Unit News";"Quality Unit jaunumi";S;merchant;T;N
"Credits";"Kredîti";S;merchant;T;N
"Change log";"Nomainīt pieslēgšanos";C;merchant;T;N
"Note for affiliate";"Ziņa afilātei";C;merchant;T;N
"Hide custom text body and generate it automatically from HTML version";"Slēpt brīvi izvēlēto teksta lauku un ģenerēt to automātiski no HTML versijas";C;;T;N
"Edit custom text body of email";"Rediģēt brīvi izvēlētā teksta rumpi e-pastā";C;;T;N
"Html Body";"Html rumpis";C;;T;N
"Text Body";"Teksta rumpis";C;;T;N
"Fixed cost";"Fiksētās izmaksas";B;;T;N
"Name of commission type attribute has to be unique";"Komisiju tipa atribūta nosaukumam jābūt unikālam";S;;T;N
"Coupon code must be unique";"Kupona kodam jābūt unikālam";S;;T;N
"description";"apraksts";S;;T;N
"maximum coupons per affiliate";"maksimālais kuponu skaits vienam partnerim";S;;T;N
"Status successfully set to selected coupon(s)";"Izvēlētā(o) kupona(u) statuss veiksmīgi iestatīts";S;;T;N
"Failed to set status selected coupon(s)";"Neizdevās iestatīt izvēlētā(o) kupona(u) statusu";S;;T;N
"Coupon";"Kupons";B;;T;N
"Validity";"Derîgums";S;;T;N
"Coupon banner with id %s not exist";"Kupona baneris ar id %s neeksistē";S;;T;N
"unlimited";"neierobeţots";B;;T;N
"Create coupons";"Izveidot kuponus";S;;T;N
"User ID";"Lietotāja ID";S;;T;N
"Valid from";"Derîgs no";B;;T;N
"Valid to";"Derîgs lîdz";B;;T;N
"Limit use";"Ierobežota lietošana";B;;T;N
"Error during ";"Kļūda procesā";S;;T;N
"Coupons are successfully ";"Kuponi ir veiksmîgi";S;;T;N
"Coupon assigment";"Kuponu piešķiršana";B;;T;N
"Coupons to each affiliate";"Kuponi katram partnerim";S;;T;N
"Coupon codes";"Kuponu kodi";S;;T;N
"Coupon format";"Kuponu formāti";B;;T;N
"Number of coupons";"Kuponu skaits";B;;T;N
"Generate coupons";"Ģenerēt kuponus";B;;T;N
"Import coupons";"Importēt kuponus";B;;T;N
"Offline sale";"Ārpus interneta pārdošana";B;;T;N
"Failed to assign coupon";"Neizdevās piešķirt kuponu";S;;T;N
"Coupon was successfully assigned";"Kupons tika veiksmīgi piešķirts";S;;T;N
"Page Peel Banner";"Lapas stūra baneris";S;;T;N
"Affiliate - On change  Sale / Lead status";"Partnerim - nomainot pārdošanas / uzvedinājuma statusu";B;affiliate;T;N
"Change sale / lead status";"Nomainīt pārdošanas / uzvedinājuma statusu";B;affiliate;T;N
"Affiliate - New Sale / Lead";"Partnerim - jauna pārdošana / uzvedinājums";B;affiliate;T;N
"Generate mails with subject: %s";"Ģenerēt e-pastus ar tēmu: %s";S;;T;N
"Scheduled %s mails";"Ieplānoti %s e-pasti";S;;T;N
"Mail template not defined in database for templateId %s";"E-pasta veidne nav definēta datu bāzē priekš templeita %s";S;;T;N
"Mail will be delivered in background process.";"E-pasts tiks nogādāts fona režīmā.";S;affiliate;T;N
"Mails will be created and delivered in background process.";"E-pasti tiks izveidoti un nogādāti fona režīmā.";S;;T;N
"Default Currency";"Noklusējuma valūta";S;;T;N
"Clickthrough ratio";"Caurklikšķu reitings";S;merchant;T;N
"Avg. com. per click";"Vid. kom. par klikšķi";S;merchant;T;N
"Avg. com. per impression";"Vid. kom. par impresiju";S;merchant;T;N
"Avg. amount of order";"Vid. Pasūtījuma lielums";S;merchant;T;N
"Failed to approve direct link %s.";"Neizdevās apstiprināt tiešo saiti %s.";S;merchant;T;N
"Direct link %s was successfully approved.";"Tiešā saite %s tika veiksmīgi apstiprināts.";S;merchant;T;N
"Failed to decline direct link %s.";"Neizdevās atteikt tiešo saiti %s.";S;merchant;T;N
"Waiting";"Gaida";S;;T;N
"Minimum length of %s in %s is %s";"Minimālais %s garums %s ir %s";S;;T;N
"Delete directory %s";"Dzēst direktoriju %s";S;;T;N
"Copy directory %s";"Kopēt direktoriju %s";S;;T;N
"Create account";"Izveidot kontu";S;;T;N
"Importing Language";"Importē valodu";S;;T;N
"FTP - Copy files";"FTP - kopē failus";S;;T;N
"Following requires functions are not enabled or available: %s";"Sekojošās pieprasītās funkcijas nav aktivizētas vai pieejamas: %s";S;;T;N
"Unzip file %s";"Atarhivē failu %s";S;;T;N
"Update account";"Atjaunināt kontu";S;;T;N
"Update application files";"Atjaunināt programmatūras failus";S;;T;N
"Import language file %s";"Importēt valodas failu %s";S;;T;N
"Send mails from outbox";"Sūtīt e-pastus no izejošās pastkastes";S;;T;N
"Pending %s mails";"Neizlemtie %s e-pasti";S;;T;N
"%s has to be valid date";"%s jābūt derīgam datumam";S;;T;N
"%s has to be positive integer";"%s jābūt pozitīvam veselam skaitlim";S;;T;N
"%s has to be integer";"%s jābūt veselam skaitlim";S;;T;N
"%s is mandatory";"%s ir obligāts";B;;T;N
"%s has to be number";"%s jābūt skaitlim";S;;T;N
"Updated";"Atjaunināts";S;;T;N
"Task name";"Uzdevuma nosaukums";S;;T;N
"Progress";"Progress ";S;;T;N
"Failed to delete task.";"Neizdevās dzēst uzdevumu.";S;;T;N
"This type of task is not allowed to be deleted.";"Šī tipa uzdevumu nav iespējams izdzēst.";S;;T;N
"Task deleted.";"Uzdevums izdzēsts.";S;;T;N
"Cron request finished.";"Krona pieprasîjums pabeigts.";S;;T;N
"Maximum Commissions Per Referral";"Maksimālās komisijas no viena referāļa";S;;T;N
"all time";"visu laiku";S;;T;N
"Maximum commissions per referral";"Maksimālās komisijas no viena referāļa";S;;T;N
"Maximum commission per one customer";"Maksimālās komisijas no viena klienta";S;;T;N
"Maximum commissions time period in seconds";"Maksimālās komisijas laika periodā sekundēs";S;;T;N
"Wrong format used for Maximum commissions per referral.";"Nepareizs formāts izmantots iestatot Maksimālās komisijas no viena referāļa.";S;;T;N
"Wrong format used for Maximum commissions time period in seconds.";"Nepareizs formāts izmantots iestatot Maksimālās komisijas laika periodā sekundēs.";S;;T;N
"Data Migration";"Datu migrācija";S;;T;N
"Migrate affiliates";"Migrēt partnerus";S;affiliate;T;N
"Migrate transactions";"Migrēt transakcijas";S;;T;N
"Upgrade from PAP3";"Jaunināt no PAP3";S;;T;N
"Minimum Referal ID length";"Minimālais referāļa ID garums";S;;T;N
"Minimum length must be between 0 and 20";"Minimālajam garumam jābūt starp 0 un 20";S;;T;N
"undefined";"nedefinēts";B;;T;N
"Referal ID length limit saved";"Referāļa ID garuma ierobežojums saglabāts";S;;T;N
"Referral id must be longer than %s characters";"Referāļa id jābūt garākam par %s simboliem";S;;T;N
"Referral id can not be longer than %s characters";"Referāļa id nevar būt garāks par %s simboliem";S;;T;N
"secure pass2";"drošā pass2";S;;T;N
"Secure Pass 2 from RoboKassa is needed for verification with RoboKassa.";"Secure Pass 2 no RoboKassa nepieciešams RoboKassa verifikācijai.";S;;T;N
"RoboKassa plugin configuration saved";"RoboKassa spraudņa konfigurācija saglabāta";S;;T;N
"RoboKassa integration plugin";"RoboKassa integrācijas spraudnis";S;;T;N
"This plugin handles RoboKassa notifications (integration of Post Affiliate with RoboKassa).";"Šis spraudnis pārvalda RoboKassa ziņojumus (RoboKassa integrēšanu Post Affiliate).";S;;T;N
"seo_targeturl for banner format";"seo_targeturl banera formāts (seo draudzīgs)";S;;T;N
"Ip - Country Code";"Ip - Valsts kods";S;;T;N
"Ip - Country Name";"Ip - Valsts nosaukums";S;;T;N
"Ip - City";"Ip - Pilsēta";S;;T;N
"Ip - Longitude";"Ip - Garums";S;;T;N
"Ip - Latitude";"Ip - Platums";S;;T;N
"Print";"Drukāt";B;;T;N
"copies of coupons";"kuponu kopijas";S;affiliate;T;N
"Description of coupon:";"Kupona apraksts:";S;affiliate;T;N
"Coupons:";"Kuponi:";S;affiliate;T;N
"Valid from:";"Derîgs no:";S;affiliate;T;N
"Valid to:";"Derîgs lîdz:";S;affiliate;T;N
"Limit use:";"Ierobežota lietošana:";S;affiliate;T;N
"coupons to each affiliate";"Kuponi katram partnerim";S;merchant;T;N
"Closed banner settings";"Aizvērtā banera uzstādījumi";S;merchant;T;N
"Opened banner settings";"Atvērtā banera uzstādījumi";S;merchant;T;N
"General settings";"Galvenie iestatîjumi";B;merchant;T;N
"Payout settings";"Izmaksu iestatîjumi";B;merchant;T;N
"Cron job status";"Krona darba statuss";S;merchant;T;N
"Last execution of cron job:";"Pēdējā cron jobs palaišana:";S;merchant;T;N
"Cron setup";"Krona iestatīšana";S;merchant;T;N
"Example of Cron job setup in CPanel";"Krona darba iestatîjuma paraugs Cpanelî";S;merchant;T;N
"Coupon preview";"Kupona priekšskatījums";S;merchant;T;N
"Changeable by affiliate";"Partneris var izmainît";S;merchant;T;N
"Default value for affiliate";"Noklusētā vērtība partnerim";S;merchant;T;N
