source;translation;type;module;status;customer
lang_code;su-FI;M;;T;N
lang_name;Suomi;M;;T;N
lang_english_name;Finnish;M;;T;N
lang_author;"Herbal Technologies B.V.";M;;T;N
lang_version;4.5.86.0;M;;T;N
lang_date_format;MM/dd/yyyy;M;;T;N
lang_time_format;HH:mm:ss;M;;T;N
lang_thousands_separator;" ";M;;T;N
lang_decimal_separator;.;M;;T;N
lang_transaltion_percentage;89;M;;T;N
"Error during copy of sample banner image %s.";"Virhe kopioitaessa valittua banneria %s.";S;;T;N
"License";"Lisenssi";S;;T;N
"You have to agree license.";"Sinun täytyy hyväksyä lisennsi.";B;;T;N
"Installation Completed";"Asennus on valmis";B;;T;N
"Safe Mode";"Turva tila";S;;T;N
"Display Errors";"Näytä virheet";S;;T;N
"File Uploads";"Ladatut tiedostot";S;;T;N
"Register Globals";"Globaali rekisteri";S;;T;N
"Session Auto Start";"Istunnon automaattinen käynnistys";S;;T;N
"On";"Päällä";B;;T;N
"Off";"Pois käytöstä";B;;T;N
"Configuration directory is writable";"Hakemiston kokoonpano muokattavissa";S;;T;N
"Configuration directory has to be writable";"Hakemiston kokoonpanon pitää olla muokattavissa";S;;T;N
"Please make directory %s and all subdirectories writable by webserver.";"Tee kaikista hakemistoista %s ja alahakemistoista muokattavia tällä serverillä.";S;;T;N
"On unix-like systems you can type ""chmod -R 777 %s"".";"Unix:in kaltaisissa systeemeissä voit kirjoittaa ""chmod -R 777 %s"".";S;;T;N
"On any system you can set write permissions using your favourite FTP client.";"Kaikissa systeemeissä voit antaa muokkaus oikkeuksia käyttämällä suosikki FTP asiakastasi.";S;;T;N
"PHP include path";"PHP sisältää polun";S;;T;N
"Could not set PHP include path";"Could not set PHP include path";S;;N;N
"Please configure your PHP so that script is able to change include_path.";"Ole hyvä ja määritä PHP osoitteesi jotta skripti pystyy muuttamaan include_path.";S;;T;N
"Alternatively you can set include_path directly in your php.ini. include_path=%s";"Vaihtoehtoisesti voit muuttaa include_path suoraan käyttämällä php.ini. include_path=%s";S;;T;N
"MySQL extension is installed";"MySQL lisäosa on asennettu";S;;T;N
"MySQL extension is not installed";"MySQL lisäosa ei ole asennetu";S;;T;N
"Please enable MySQL extension. More info http://php.net/mysql";"Ole hyvä ja ota käyttöön MySQL lisäosa. Lue lisää osoitteessa http://php.net/mysql";S;;T;N
"MySQL version is %s or higher";"MySQL version is %s or higher";S;;N;N
"MySQL version is less then %s";"MySQL versio on vanhempi kuin %s";S;;T;N
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"Ole hyvä ja asenna MySQL versio %s tai uudempi. Käytössä oleva versiosi on %s. Lue lisää osoitteessa http://myqsl.net/";S;;T;N
"Please check system requirements and try again";"Ole hyvä ja tarkista järjestelmän vaatimukset ja yritä uudelleen";S;;T;N
"Welcome";"Tervetuloa";S;;T;N
"Error, you cannot deactivate Default campaign";"Virhe, et voi poistaa nykyistä kampanjaa käytöstä";S;merchant;T;N
"You have to specify status of campaign (rstatus field)";"Sinun on määriteltävä kampanjasi tila (rstatus field)";S;merchant;T;N
"Campaigns";"Kampanjat";B;;T;N
"Overview";"Yleiskatsaus";B;;T;N
"Campaigns Manager";"Kampanjoiden hallinta";S;merchant;T;N
"Banners";"Bannerit";B;merchant;T;N
"Banners Manager";"Bannereiden hallinta";B;merchant;T;N
"Affiliates";"Affiliate";B;merchant;T;N
"Affiliates Manager";"Affiliate hallinta";S;merchant;T;N
"DirectLinks Urls";"Suorienn linkkien Urls";S;merchant;T;N
"Transactions";"Maksuliikenne";S;merchant;T;N
"Raw clicks list";"Raw clicks lista";B;merchant;T;N
"Commissions";"Komissiot";B;;T;N
"Reports";"Raportit";B;;T;N
"Trends report";"Trendi raportti";B;;T;N
"Payouts history";"Kotiutetut komissiot, historia";B;;T;N
"Payouts by affiliate";"Kotiutetut komissiot kumppaneittain";B;merchant;T;N
"Payouts";"Kotiutetut komissiot";B;merchant;T;N
"Pay affiliates";"Maksu kumppaneille";B;merchant;T;N
"Communication";"Yhteydenpito";B;;T;N
"Send message";"Lähetä viesti";S;merchant;T;N
"Configuration";"Asetukset";B;merchant;T;N
"Tracking settings";"Seuranta asetukset";B;merchant;T;N
"Affiliate panel";"Affiliate paneli";C;merchant;T;N
"Tools";"Työkalut";B;;T;N
"Integration";"Integraatio";B;merchant;T;N
"Import / Export";"Tuo / Vie";B;merchant;T;N
"Event logs";"Tapahtumaloki";B;merchant;T;N
"Online users";"Käyttäjiä online";B;;T;N
"Database status";"Tietokannan tila";B;;T;N
"User cannot be found";"Käyttäjää ei löydy";S;affiliate;T;N
"Email was successfully sent to merchant";"Sähköpostisi lähetettiin onnistuneesti kauppiaalle";S;affiliate;T;N
"Email notifications saved";"Sähköposti ilmoitukset tallennettiin";S;;T;N
"Banner";"Bannerit";B;;T;N
"none active";"Ei-aktiivinen";S;;T;N
"per click";"per Klikkaus";B;;T;N
"per sale";"per Myynti";B;;T;N
"ID";"ID";B;;N;N
"Name";"Nimi";B;;T;N
"Description";"Osoite";B;;T;N
"Status";"Tila";B;;T;N
"Date created";"Luonti päivämäärä";S;;T;N
"Actions";"Toimet";B;;T;N
"Channel";"Kanava";B;;T;N
"Failed to save %s field(s). Data with value '";"Tallenusei onnistunut %s field(s). Data joka sisältää '";S;affiliate;T;N
"Failed to save %s field(s)";"Tallentaminen epäonnistui %s field(s)";S;;T;N
"%s field(s) successfully saved";"%s field(s) onnistuneesti tallennettu";S;;T;N
"User";"Käyttäjä";S;;T;N
"Channel name";"Kanavan nimi";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Kuvio ei täsmää URL:n kanssa, tarkista kuviosi";S;affiliate;T;N
"Pattern matched the URL";"Kuvio täsmää URL:n kanssa";S;affiliate;T;N
"Login";"Kirjaudu sisään";B;;T;N
"First name";"Etunimi";B;;T;N
"Last name";"Sukunimi";B;;T;N
"Referral ID";"ID tunnus";B;;T;N
