source;translation;type;module;status;customer
lang_code;vi;M;;T;N
lang_name;Vietnamese;M;;T;N
lang_english_name;Vietnamese;M;;T;N
lang_author;"Truong Ton Corporation";M;;T;N
lang_version;4.5.86.0;M;;T;N
lang_date_format;MM/d/yyyy;M;;T;N
lang_time_format;HH:mm:ss;M;;T;N
lang_thousands_separator;;M;;T;N
lang_decimal_separator;.;M;;T;N
lang_transaltion_percentage;94;M;;T;N
"Error during copy of sample banner image %s.";"Lỗi trong quá trình sao chép hình ảnh banner mẫu %s.";S;;T;N
"License";"Giấy phép";S;;T;N
"You have to agree license.";"Bạn phải chấp nhận điều khoản của giấy phép.";B;;T;N
"Installation Completed";"Cài đặt hoàn tất";B;;T;N
"Safe Mode";"Chế độ an toàn";S;;T;N
"Display Errors";"Hiển thị lỗi";S;;T;N
"File Uploads";"Tải lên tập tin";S;;T;N
"Register Globals";"Đăng ký Globals";S;;T;N
"Session Auto Start";"Session Auto Start";S;;T;N
"On";"Mở";B;;T;N
"Off";"Tắt";B;;T;N
"Configuration directory is writable";"Thư mục cấu hình có thể ghi";S;;T;N
"Configuration directory has to be writable";"Thư mục cấu hình phải ghi được";S;;T;N
"Please make directory %s and all subdirectories writable by webserver.";"Xin vui lòng làm cho thư mục %s và tất cả các thư mục con có thể ghi bởi máy chủ web.";S;;T;N
"On unix-like systems you can type ""chmod -R 777 %s"".";"Trên các hệ thống họ unix bạn có thể gõ ""chmod -R 777 %s"".";S;;T;N
"On any system you can set write permissions using your favourite FTP client.";"Trên bất kỳ hệ thống nào, bạn có thể thiết lập quyền ghi bằng cách sử dụng chương trình FTP Client yêu thích của bạn.";S;;T;N
"PHP include path";"Đường dẫn tích hợp PHP";S;;T;N
"Could not set PHP include path";"Không thể thiết lập đường dẫn tích hợp PHP";S;;T;N
"Please configure your PHP so that script is able to change include_path.";"Vui lòng cấu hình PHP để script có thể thay đổi include_path.";S;;T;N
"Alternatively you can set include_path directly in your php.ini. include_path=%s";"Hoặc bạn có thể thiết lập include_path trong file php.ini của bạn. include_path =%s";S;;T;N
"MySQL extension is installed";"MySQL extension đã được cài";S;;T;N
"MySQL extension is not installed";"MySQL extensions chưa được cài";S;;T;N
"Please enable MySQL extension. More info http://php.net/mysql";"Vui lòng kích hoạt phần MySQL extension. Xem thêm thông tin http://php.net/mysql";S;;T;N
"MySQL version is %s or higher";"MySQL phiên bản %s hoặc cao hơn";S;;T;N
"MySQL version is less then %s";"MySQL phiên bản thấp hơn %s";S;;T;N
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"Xin vui lòng cài đặt MySQL phiên bản %s hoặc cao hơn. Phiên bản hiện tại của bạn là %s. Xem thêm thông tin http://myqsl.net/";S;;T;N
"Please check system requirements and try again";"Xin vui lòng kiểm tra yêu cầu hệ thống và thử lại";S;;T;N
"Welcome";"Xin chào";S;;T;N
"Error, you cannot deactivate Default campaign";"Lỗi, bạn không thể tắt chiến dịch mặc định";S;merchant;T;N
"You have to specify status of campaign (rstatus field)";"Bạn phải xác định trạng thái của chiến dịch (rstatus field)";S;merchant;T;N
"Campaigns";"Chiến dịch";B;;T;N
"Overview";"Tổng quan";B;;T;N
"Campaigns Manager";"Quản lý Chiến dịch";S;merchant;T;N
"Banners";"Banners";B;merchant;T;N
"Banners Manager";"Quản lý banner";B;merchant;T;N
"Affiliates";"Affiliates";B;merchant;T;N
"Affiliates Manager";"Quản lý Affiliates";S;merchant;T;N
"DirectLinks Urls";"DirectLinks url";S;merchant;T;N
"Transactions";"Giao dịch";S;merchant;T;N
"Raw clicks list";"Danh sách click thô";B;merchant;T;N
"Commissions";"Hoa hồng";B;;T;N
"Reports";"Báo cáo";B;;T;N
"Trends report";"Báo cáo xu hướng";B;;T;N
"Payouts history";"Lịch sử thanh toán";B;;T;N
"Payouts by affiliate";"Thanh toán theo affliate";B;merchant;T;N
"Payouts";"Thanh toán";B;merchant;T;N
"Pay affiliates";"Thanh toán cho affiliate";B;merchant;T;N
"Communication";"Liên lạc";B;;T;N
"Send message";"Gửi tin nhắn";S;merchant;T;N
"Configuration";"Cấu hình";B;merchant;T;N
"Tracking settings";"Cấu hình Lưu vết";B;merchant;T;N
"Affiliate panel";"Bảng điều khiển Affililate";C;merchant;T;N
"Tools";"Công cụ";B;;T;N
"Integration";"Tích hợp";B;merchant;T;N
"Import / Export";"Nhập / Xuất";B;merchant;T;Y
"Event logs";"Bản ghi Sự kiện";B;merchant;T;N
"Online users";"Số người đang online";B;;T;N
"Database status";"Trạng thái cơ sở dữ liệu";B;;T;N
"User cannot be found";"Người dùng không thể được tìm thấy";S;affiliate;T;N
"Email was successfully sent to merchant";"Email đã được gửi thành công cho Merchant";S;affiliate;T;N
"Email notifications saved";"Email thông báo đã được lưu";S;;T;N
"Banner";"Banner";B;;T;Y
"none active";"không hoạt động";S;;T;N
"per click";"per Click";B;;T;N
"per sale";"mỗi Đơn hàng";B;;T;N
"ID";"ID";B;;T;Y
"Name";"Tên";B;;T;N
"Description";"mô tả";B;;T;N
"Status";"trạng thái";B;;T;N
"Date created";"Ngày được tạo";S;;T;N
"Actions";"Hành động";B;;T;N
"Channel";"Kênh";B;;T;N
"Failed to save %s field(s). Data with value '";"Không thể lưu %s trường. Dữ liệu với giá trị '";S;affiliate;T;N
"Failed to save %s field(s)";"Không thể lưu %s trường";S;;T;N
"%s field(s) successfully saved";"Lĩnh vực% s (s) lưu thành công";S;;T;N
"User";"Người dùng";S;;T;N
"Channel name";"Tên kênh";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Pattern đã không phù hợp địa chỉ URL, kiểm tra pattern của bạn";S;affiliate;T;N
"Pattern matched the URL";"Pattern phù hợp với các URL";S;affiliate;T;N
"Login";"Đăng nhập";B;;T;N
"First name";"Tên";B;;T;N
"Last name";"Họ";B;;T;N
"Referral ID";"ID người giới thiệu";B;;T;N
"I agree with terms & conditions";"Tôi đồng ý với quy định và điều kiện";B;;T;N
"Cannot find invoice";"Không thể tìm thấy hóa đơn";S;;T;N
"Affiliate";"Affiliate";B;;T;N
"Date of registration";"Ngày đăng ký";S;affiliate;T;N
"% in total sales";"% Trong tổng doanh thu";S;affiliate;T;N
"% of total sales";"% của tổng doanh thu";S;affiliate;T;N
"% of total commissions";"% của tổng hoa hồng";S;affiliate;T;N
"Commission";"Hoa hồng";B;;T;N
"Total cost";"Tổng giá trị";B;;T;N
"Order ID";"ID Đơn đặt hàng";B;;T;N
"Product ID";"ID Sản phẩm";B;;T;N
"Created";"Được tạo";B;;T;N
"Campaign Name";"Tên Chiến dịch";B;;T;N
"Type";"Loại";B;;T;N
"Affiliate username";"Tên đăng nhập Affiliate";S;;T;N
"Paid";"đã thanh toán";B;;T;Y
"Ip";"IP";S;;T;N
"Referer";"Người giới thiệu";B;;T;N
"Recurring commison id";"ID hoa hồng tuyển dụng";S;;T;N
"Payout history id";"ID lịch sử thanh toán";S;;T;N
"Click count";"Lượt click";S;;T;N
"First click time";"Thời gian click đầu tiên";S;;T;N
"First click referer";"Người giới thiệu click đầu tiên";S;;T;N
"First click ip";"IP Click đầu tiên";S;;T;N
"First click data 1";"Data 1 Click đầu tiên";S;;T;N
"First click data 2";"Data 2 Click đầu tiên";S;;T;N
"Last click time";"Thời gian click cuối";S;;T;N
"Last click referer";"Người giới thiệu click cuối";S;;T;N
"Last click ip";"IP click cuối";S;;T;N
"Last click data 1";"Data 1 Click cuối";S;;T;N
"Last click data 2";"Data 2 Click cuối";S;;T;N
"Extra data 1";"Extra Data 1";B;;N;N
"Extra data 2";"Extra Data 2";B;;N;N
"Extra data 3";"Extra Data 3";S;;N;N
"Extra data 4";"Extra Data 4";S;;N;N
"Extra data 5";"Extra Data 5";S;;N;N
"Merchant note";"Ghi chú Merchant";B;;T;N
"Banner name";"Tên Banner";S;merchant;T;N
"Banner preview";"Xem trước Banner";S;merchant;T;N
"Campaign";"Chiến dịch";B;;T;N
"Target URL";"URL mục tiêu";B;;T;N
"Banner type";"Loại Banner";S;;T;N
"Html data is not defined";"Dữ liệu Html không xác định";S;;T;N
"File name is not defined";"Tên tập tin không được xác định";S;;T;N
"unknown";"Không biết";B;;T;N
"approved";"Phê duyệt";B;;T;N
"pending";"Chờ duyệt";B;;T;N
"User Id";"ID Người dùng";S;;T;N
"Payment date";"Ngày thanh toán";S;;T;N
"Username";"Tên đăng nhập";B;;T;N
"Amount";"Số tiền";B;;T;N
"Note to affiliate";"Ghi chú cho Affliate";S;;T;N
"Original currency ID";"ID đơn vị tiền tệ gốc";S;;T;N
"Original currency rate";"Tỷ giá đơn vị tiền tệ gốc";S;;T;N
"Original currency value";"Giá trị đơn vị tiền tệ gốc";S;;T;N
"System note";"Ghi chú hệ thống";B;;T;N
"Country code";"Mã quốc gia";S;;T;N
"Affiliate first name";"Tên Affiliate";S;;T;N
"Affiliate last name";"Họ Affliate";S;;T;N
"3rd party cookie";"3rd party cookie";B;;N;N
"1st party cookie";"1st party cookie";B;;N;N
"Flash cookie";"Flash Cookie";B;;T;N
"Forced parameter";"Tham số bắt buộc";B;;T;N
"IP address";"Địa chỉ IP";B;;T;N
"Default affiliate";"Affiliate mặc định";B;;T;N
"Url";"URL";B;;T;N
"Note";"Ghi chú";B;;T;N
"Status does not have allowed value";"Trạng thái chứa giá trị không cho phép";S;;T;N
"Selected username already exists";"Tên người dùng đã tồn tại";S;;T;N
"Failed to change status for %s user(s)";"Không thể thay đổi trạng thái cho người sử dụng %s";S;;T;N
"Status successfully changed for %s user(s)";"Trạng thái thay đổi thành công cho người sử dụng %s";S;;T;N
"Password";"Mật khẩu";B;;T;N
"Title must be unique";"Tiêu đề phải là duy nhất";S;affiliate;T;N
"Selected parent affiliate does not exist";"Parent Affiliate được chọn không tồn tại";S;;T;N
"Failed loading file %s with error: %s";"Tải tập tin %s không thành công với lỗi: %s";S;;T;N
"Merchant - New User Signup";"Merchant - Đăng ký tài khoản mới";B;merchant;T;N
"New user signed up";"Người dùng mới đăng ký";B;merchant;T;N
"Email subject";"Tiêu đề Email";S;merchant;T;N
"Email text";"Văn bản email";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Merchant - Affiliate filled Contact us form";B;merchant;N;N
"Affiliate filled Contact us form";"Affiliate filled Contact us form";B;merchant;N;N
"Merchant - New Sale / Lead";"Merchant - Sale / Lead mới";B;merchant;T;N
"New sale / lead";"Sale / lead mới";B;;T;N
"Affiliate - New User Signup Approved";"Affiliate - Người dùng đăng ký mới đã được duyệt";B;;T;N
", welcome to our affiliate program";", chào mừng đến với chương trình tiếp thị liên kết của chúng tôi";B;;T;N
"Affiliate - New User Signup Before Approval";"Affiliate - Người dùng đăng ký trước khi được duyệt";B;;T;N
"Paid amount";"Số tiền đã thanh toán";S;;T;N
"Paid currency";"Tiền tệ đã thanh toán";S;;T;N
"Payout method";"Phương thức thanh toán";B;;T;N
"Affiliate - On payout";"Affiliate - On payout";B;;N;N
"Your commissions";"Hoa hồng của bạn";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Affiliate - Sale / Lead của Subaffiliate mới";B;affiliate;T;N
"New subaffiliate sale / lead";"Sale / lead của Subaffiliate mới";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Affiliate - đăng ký Subaffiliate mới";B;affiliate;T;N
"New subaffiliate signed up";"Subaffiliate mới đã đăng ký";B;affiliate;T;N
"VAT percentage";"Phần trăm Thuế GTGT";B;;T;N
"VAT number";"Số Thuế GTGT";B;;T;N
"Registration number";"Số đăng ký";B;;T;N
"VAT part";"Phần Thuế GTGT";B;;T;N
"Payment incl. VAT";"Thanh toán bao gồm Thuế GTGT";B;;T;N
"Payment excl. VAT";"Thanh toán không bao gồm Thuế GTGT";B;;T;N
"Affiliate - On VAT payout";"Liên kết - thanh toán thuế GTGT";B;;T;N
"Transaction ID";"ID Giao dịch";B;;T;N
"TotalCost";"Tổng giá trị";S;;T;Y
"Campaign ID";"ID Chiến dịch";S;;T;N
"Referer URL";"URL giới thiệu";S;;T;N
"First click - time";"First click - time";S;;N;N
"First click - referer";"First click - referer";S;;N;N
"First click - IP";"First click - IP";S;;N;N
"First click - data1";"First click - data1";S;;N;N
"First click - data2";"First click - data2";S;;N;N
"Last click - time";"Last click - time";S;;N;N
"Last click - referer";"Last click - referer";S;;N;N
"Last click - IP";"Last click - IP";S;;N;N
"Last click - data1";"Last click - data1";S;;N;N
"Last click - data2";"Last click - data2";S;;N;N
"Transaction data1";"Transaction data1";S;;N;N
"Transaction data2";"Transaction data2";S;;N;N
"Transaction data3";"Transaction data3";S;;N;N
"Transaction data4";"Transaction data4";S;;N;N
"Transaction data5";"Transaction data5";S;;N;N
"Note to merchant";"Lưu ý cho merchant";S;;T;N
"Original currency";"Tiền tệ gốc";S;;T;N
"Banner does not exist";"Banner không không tồn tại";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Server báo lỗi: Không biết loại cho BannerForm._save ()";S;merchant;T;N
"Banner was saved";"Bảng quảng cáo đã được lưu";S;merchant;T;N
"Imps";"Hiển thị";S;merchant;T;Y
"Clicks";"Nhấp chuột";B;;T;N
"CTR";"CTR";S;;N;Y
"Order";"Thứ tự";B;merchant;T;N
"BannersImportExportDescription";"Mô tả banner - lưu ý rằng việc nhập/xuất này chỉ là mô tả, không phải là tập tin hay hình ảnh vật lý";B;merchant;T;N
"Campaign does not exist";"Chiến dịch này không tồn tại";S;merchant;T;N
"Campaign capping saved";"Campaign capping saved";S;merchant;N;N
"Number of transactions in 'Active until' campaign validity has to be set";"Số lượng giao dịch trong quy tắc 'Hiệu lực đến khi' của chiến dịch phải được thiết lập";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Thiếu giá trị Từ ngày và Đến ngày cho 'Khoảng thời gian có hiệu lực"" trong nội dung chiến dịch";S;merchant;T;N
"Commission successfully computed";"Hoa hồng đã được tính thành công";S;merchant;T;N
"User is not valid!";"Người dùng không hợp lệ!";S;merchant;T;N
"Campaign is not valid!";"Chiến dịch không hợp lệ!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Loại giao dịch không hợp lệ hoặc không tồn tại trong chiến dịch này!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Không thể nhận ra nhóm hoa hồng cho người sử dụng này trong chiến dịch!";S;merchant;T;N
"Error getting commission settings!";"Lỗi trong việc lấy cài đặt hoa hồng!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Lỗi, để tính phần trăm hoa hồng bạn phải xác định tổng giá trị!";S;merchant;T;N
"You cannot deactivate default campaign";"Bạn không thể vô hiệu hóa chiến dịch mặc định";S;merchant;T;N
"You cannot delete default campaign";"Bạn không thể xoá chiến dịch mặc định";S;merchant;T;N
"Default";"Mặc định";B;;T;N
"per sale / lead";"Per Sale / Lead ";B;;N;N
"CampaignsImportExportDescription";"Chiến dịch và các thiết lập hoa hồng";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: campaignId trống";S;merchant;T;N
"Campaign ID cannot be empty!";"ID chiến dịch không thể để trống!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (ID) không thể để trống!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"CommissionGroupId không thể để trống!";S;merchant;T;N
"Commission type does not exist";"Loại hoa hồng không tồn tại";S;merchant;T;N
"Commissions saved successfully";"Hoa hồng đã lưu thành công";S;merchant;T;N
"Field 'type' does not exist";"Trường 'type' không tồn tại";S;merchant;T;N
"Failed to change status";"Không thể thay đổi trạng thái";S;merchant;T;N
"Status successfully changed";"Trạng thái thay đổi thành công";S;merchant;T;N
"CommissionsImportExportDescription";"Hoa hồng (giao dịch, đơn hàng) đăng ký bởi hệ thống";B;merchant;T;N
"Affiliate screen";"Màn hình Affiliate";S;merchant;T;N
"Affiliate panel menu saved";"Menu bảng điều khiển của Affiliate đã lưu";S;merchant;T;N
"Error changing default theme";"Lỗi khi thi đổi theme mặc định";S;merchant;T;N
"Default theme changed";"Theme mặc định đã thay đổi";S;merchant;T;N
"Program name and logo saved";"Tên chương trình và logo đã lưu";S;merchant;T;N
"Affiliate signup settings saved";"Thiết lập đăng ký Affiliate đã được lưu";S;merchant;T;N
"Banner format successfully saved";"Định dạng banner đã lưu thành công";S;merchant;T;N
"Cookies settings saved";"Thiết lập Cookies đã được lưu";S;merchant;T;N
"Symbol";"Biểu tượng";B;;T;N
"Precision";"Độ chính xác";B;;T;N
"Where to display";"Nơi để hiển thị";B;;T;N
"Exchange rate";"Tỷ giá ngoại tệ";S;;T;N
"NEW";"Mới";B;;T;N
"Currency";"Tiền tệ";B;;T;N
"Fraud protections saved";"Chống gian lận đã lưu";S;merchant;T;N
"Logging saved";"Log đã được lưu";S;merchant;T;N
"Parameter names saved";"Tên tham số đã được lưu";S;merchant;T;N
"Tracking saved";"Lưu vết đã được lưu";S;merchant;T;N
"URLs & Directories saved";"URL và thư mục đã được lưu";S;merchant;T;N
"Affiliates successfully paid";"Thanh toán Afflite thành công";S;merchant;T;N
"Email";"Email";B;;T;Y
"VAT";"Thuế GTGT";S;merchant;T;N
"To pay";"Thanh toán";S;merchant;T;N
"Declined";"Bị Từ Chối";B;;T;N
"Minimum payout";"Thanh toán tối thiểu";S;merchant;T;N
"Payout data";"Dữ liệu thanh toán";B;merchant;T;N
"N/A";"N/A";S;merchant;N;N
"New payout option";"Tùy chọn thanh toán mới";S;merchant;T;N
"New payout option %s";"Tùy chọn thanh toán mới %s";S;merchant;T;N
"Payout option";"Tùy chọn thanh toán";S;merchant;T;N
"Payout history";"Lịch sử thanh toán";S;merchant;T;N
"Date paid";"Ngày thanh toán";S;merchant;T;N
