source;translation;type;module;status;customer
"This setting controls where to display currency - before ($ 123) or after (123 $) the number";"This setting controls where to display currency - before ($ 123) or after (123 $) the number";C;merchant;N;N
"If affiliates doesn't specify his minimum payout balance, this value will be used.";"If affiliates doesn't specify his minimum payout balance, this value will be used.";C;merchant;N;N
"Affiliates to pay";"Affiliati da pagare";C;merchant;T;N
"No data are matching your search";"No data are matching your search";C;merchant;N;N
"Version Update";"Version Update";C;;N;N
"Language code is unique for every language. Example of American English code is en-US. The list of most language codes can be found at: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";"Language code is unique for every language. Example of American English code is en-US. The list of most language codes can be found at: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";C;;N;N
"Yes, Reload Application";"Yes, Reload Application";C;;N;N
"Request error";"Request error";C;;N;N
"Your session expired.";"Your session expired.";C;;N;N
"Invalid server response.";"Invalid server response.";C;;N;N
"Payout History";"Storico Pagamenti";S;merchant;T;N
"Selected parent user does not exist";"Selected parent user does not exist";S;merchant;N;N
"Referral ID can not be blank";"Referral ID can not be blank";S;;N;N
"Referral ID can not be changed";"Referral ID can not be changed";S;;N;N
"subaffiliate(s)";"subaffiliate(s)";S;;N;N
"Show this screen on startup";"Show this screen on startup";S;merchant;N;N
"Manual commission";"Manual commission";C;merchant;N;N
"Brainstorming";"Brainstorming";C;merchant;N;N
"GetStartedBrainstorming";"GetStartedBrainstorming";C;merchant;N;N
"Review your settings";"Review your settings";C;merchant;N;N
"GetStartedSettings";"GetStartedSettings";C;merchant;N;N
"Define your commissions";"Define your commissions";C;merchant;N;N
"GetStartedCommissions";"GetStartedCommissions";C;merchant;N;N
"Add banners and other creatives";"Add banners and other creatives";C;merchant;N;N
"GetStartedCreatives";"GetStartedCreatives";C;merchant;N;N
"Set up emails";"Imposta e-mail";C;merchant;T;N
"GetStartedEmails";"GetStartedEmails";C;merchant;N;N
"Customize your affiliate signup form";"Customize your affiliate signup form";C;merchant;N;N
"GetStartedSignupForm";"GetStartedSignupForm";C;merchant;N;N
"Customize affiliate panel";"Customize affiliate panel";C;merchant;N;N
"GetStartedAffPanel";"GetStartedAffPanel";C;merchant;N;N
"GetStartedIntegrate";"GetStartedIntegrate";C;merchant;N;N
"Test everything";"Test everything";C;merchant;N;N
"GetStartedTest";"GetStartedTest";C;merchant;N;N
"Promote your affiliate program";"Promote your affiliate program";C;merchant;N;N
"GetStartedPromote";"GetStartedPromote";C;merchant;N;N
"Getting Started";"Getting Started";C;merchant;N;N
"Could not create settings file. Reason: %s";"Could not create settings file. Reason: %s";S;;N;N
"Ad Channels";"Gestione Canali/Siti";B;;T;N
"Advanced tools";"Advanced tools";B;;N;N
"Subaffiliate Sale Stats";"Subaffiliate Sale Stats";B;;N;N
"My profile";"My profile";B;;N;N
"ContactUs";"ContactUs";B;;N;N
"Promotion tips";"Promotion tips";B;;N;N
"Frequently asked questions";"Frequently asked questions";B;;N;N
"Advanced tracking";"Advanced tracking";B;;N;N
"DirectLinks explained";"DirectLinks explained";B;;N;N
"Failed to set default campaign";"Failed to set default campaign";S;merchant;N;N
"Default campaign changed";"Default campaign changed";S;merchant;N;N
"Failed to save %s field(s) in %s(s)";"Failed to save %s field(s) in %s(s)";S;;N;N
"%s field(s) in %s(s) successfully saved";"%s field(s) in %s(s) successfully saved";S;;N;N
"Parent banner";"Parent banner";S;merchant;N;N
"Selected affiliate(s) status is changed";"Selected affiliate(s) status is changed";S;;N;N
"Failed to change status for selected affiliate(s)";"Failed to change status for selected affiliate(s)";S;;N;N
"Failed to send signup confirmation email";"Failed to send signup confirmation email";S;merchant;N;N
"Signup confirmation email successfully sent";"Signup confirmation email successfully sent";S;merchant;N;N
"Failed to send new password request email";"Failed to send new password request email";S;merchant;N;N
"New password request email successfully sent";"New password request email successfully sent";S;merchant;N;N
"IN PROGRESS";"IN PROGRESS";S;;N;N
"No available theme";"No available theme";S;;N;N
"Installing Templates";"Installing Templates";S;;N;N
"Error during creating account directory %s (%s). Please delete it and try again.";"Error during creating account directory %s (%s). Please delete it and try again.";S;;N;N
"Memory limit is %s bytes";"Memory limit is %s bytes";S;;N;N
"Could not create file inside %s directory";"Could not create file inside %s directory";S;;N;N
"Installing templates";"Installing templates";S;;N;N
"Updated to version %s-%s";"Updated to version %s-%s";S;;N;N
"Plugin %s not found";"Plugin %s not found";S;;N;N
"%s does not exist";"%s does not exist";S;;N;N
"%s saved";"%s saved";S;;N;N
"%s was successfully added";"%s was successfully added";S;;N;N
"Row";"Row";S;;N;N
"Failed to delete %s %s(s)";"Failed to delete %s %s(s)";S;;N;N
"%s %s(s) successfully deleted";"%s %s(s) successfully deleted";S;;N;N
"CPM commissions not defined in campaign %s";"CPM commissions not defined in campaign %s";S;;N;N
"Maximum Referal ID length";"Maximum Referal ID length";S;;N;N
"Maximum length must be between 0 and 20";"Maximum length must be between 0 and 20";S;;N;N
"Ip address %s is not in geoip database.";"Ip address %s is not in geoip database.";S;;N;N
"Google maps key saved";"Google maps key saved";S;;N;N
"Sale counts";"Sale counts";B;;N;N
"CTR (raw / unique)";"CTR (totale / unico)";B;;T;N
"Set up Terms & conditions for your affiliate program";"Set up Terms & conditions for your affiliate program";S;merchant;N;N
"After signup";"After signup";S;merchant;N;N
"What to do after signup?";"What to do after signup?";S;merchant;N;N
"You need to restart application after branding is changed";"You need to restart application after branding is changed";S;merchant;N;N
"URL to Affiliate Panel:";"URL to Affiliate Panel:";S;merchant;N;N
"URL to Affiliate mini site:";"URL to Affiliate mini site:";S;merchant;N;N
"Note that informational mini site is optional, the files don't need to be there";"Note that informational mini site is optional, the files don't need to be there";S;merchant;N;N
"Design & Contents settings";"Design & Contents settings";B;merchant;N;N
"Plugin settings";"Plugin settings";S;;N;N
"URL to Signup Form:";"URL to Signup Form:";S;merchant;N;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";S;merchant;N;N
"Signup Form HTML";"Signup Form HTML";S;merchant;N;N
"Copy and paste the code below to your web page";"Copy and paste the code below to your web page";S;merchant;N;N
"Integration method";"Integration method";S;merchant;N;N
"To setup tracking of sales choose one of the integration methods below.";"To setup tracking of sales choose one of the integration methods below.";S;merchant;N;N
"Use secure connection";"Use secure connection";S;merchant;N;N
"Integration steps";"Integration steps";S;merchant;N;N
"Logo and program name";"Logo and program name";S;merchant;N;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";S;merchant;N;N
"Payee info";"Payee info";B;merchant;N;N
"The template of your Signup Form defines the form, sections and fields.";"The template of your Signup Form defines the form, sections and fields.";S;merchant;N;N
"Source message has to be exactly same as you have text e.g. in your mail";"Source message has to be exactly same as you have text e.g. in your mail";S;;N;N
"Geo Location";"Geo Location";S;;N;N
"Copy & Paste the text above to your email editor";"Copy & Paste the text above to your email editor";C;affiliate;N;N
"Show TEXT version";"Show TEXT version";C;affiliate;N;N
"Checking for new version...";"Checking for new version...";C;merchant;N;N
"You are running latest version.";"You are running latest version.";C;merchant;N;N
"Latest version %s is available for download.";"Latest version %s is available for download.";C;merchant;N;N
"Branding text";"Branding text";C;;N;N
"Send signup confirmation email";"Invia email di conferma iscrizione";C;merchant;T;N
"Send new password request email";"Invia richiesta di nuova password";C;merchant;T;N
"Enable";"Enable";C;;N;N
"BannersLinksFormatDescription";"BannersLinksFormatDescription";C;merchant;N;N
"CurrencyDescription";"CurrencyDescription";C;merchant;N;N
"LanguagesDescription";"LanguagesDescription";C;;N;N
"Event Logging";"Event Logging";C;merchant;N;N
"LoggingDescription";"LoggingDescription";C;merchant;N;N
"ProxyServerConfigDescription";"ProxyServerConfigDescription";C;;N;N
"Email Templates";"Email Templates";C;;N;N
"EmailTemplatesDescription";"EmailTemplatesDescription";C;;N;N
"Mail Account";"Mail Account";C;;N;N
"MailAccountDescription";"MailAccountDescription";C;;N;N
"CookiesSettingsDescription";"CookiesSettingsDescription";C;merchant;N;N
"FraudProtectionDescription";"FraudProtectionDescription";C;merchant;N;N
"Payouts Balance";"Bilancio Pagamenti";C;merchant;T;N
"PayoutsBalanceDescription";"Descrizione bilancio dei pagamenti";C;merchant;T;N
"Payout Options";"Opzioni di pagamento";C;merchant;T;N
"PayoutOptionsDescription";"Descrizione opzioni di pagamento";C;merchant;T;N
"Invoice Format";"Invoice Format";C;merchant;N;N
"InvoiceFormatDescription";"InvoiceFormatDescription";C;merchant;N;N
"VAT Handling";"VAT Handling";C;merchant;N;N
"VATHandlingDescription";"VATHandlingDescription";C;merchant;N;N
"ConfigurationOverviewDesc";"ConfigurationOverviewDesc";C;merchant;N;N
"Cookie domain";"Cookie domain";C;merchant;N;N
"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";C;merchant;N;N
"Customize Logo";"Customize Logo";C;merchant;N;N
"Edit availablevalues";"Edit availablevalues";C;merchant;N;N
"TextBox";"TextBox";C;;N;N
"CheckBox";"CheckBox";C;merchant;N;N
"HTML form";"HTML form";C;merchant;N;N
"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";C;merchant;N;N
"Action after signup";"Action after signup";C;;N;N
"Set if the affiliate should be approved automatically, or left in pending state for manual approval by merchant.";"Set if the affiliate should be approved automatically, or left in pending state for manual approval by merchant.";C;merchant;N;N
"Check if you want to include payout options in the signup form";"Check if you want to include payout options in the signup form";C;merchant;N;N
"No integration method selected. Please select integration method from list.";"No integration method selected. Please select integration method from list.";C;merchant;N;N
"IntegrationMethodsDescription";"IntegrationMethodsDescription";C;merchant;N;N
"Unknown commission type";"Unknown commission type";C;;N;N
"per Action";"per Action";C;;N;N
"Referral_ID_signup_Help";"Referral_ID_signup_Help";C;;N;N
"Plugin Configuration";"Plugin Configuration";C;;N;N
"Configure";"Configure";C;;N;N
"Refresh grid";"Refresh grid";C;;N;N
"Add custom translation";"Add custom translation";C;;N;N
"Load IP details";"Load IP details";C;;N;N
"Screen %s is in menu and thus can not be deleted";"Screen %s is in menu and thus can not be deleted";S;affiliate;N;N
"Referral ID can contain only [a-zA-Z0-9_-] characters";"Referral ID can contain only [a-zA-Z0-9_-] characters";B;;N;N
"Affiliate screen successfully deleted";"Affiliate screen successfully deleted";S;merchant;N;N
"Error changing default country";"Error changing default country";S;;N;N
"Default country changed";"Default country changed";S;;N;N
"Column %s contains unallowed characters";"Column %s contains unallowed characters";S;;N;N
"Could not backup changed theme resource file %s (%s)";"Could not backup changed theme resource file %s (%s)";S;;N;N
"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";S;;N;N
"Common templates";"Common templates";S;;N;N
"Common template can not be deleted";"Common template can not be deleted";S;;N;N
"File deleted";"File deleted";S;;N;N
"File can not be deleted";"File can not be deleted";S;;N;N
"File added";"File added";S;;N;N
"Commission overview";"Commission overview";S;;N;N
"Count of affiliates";"Count of affiliates";B;;N;N
"Admin Account Info";"Admin Account Info";S;;N;N
"Database Info";"Database Info";S;;N;N
"Add affiliate to group";"Add affiliate to group";B;;N;N
"You can modify affiliate menu by dragging it's items.";"You can modify affiliate menu by dragging it's items.";S;merchant;N;N
"Items can be removed by dragging to Trash";"Items can be removed by dragging to Trash";S;merchant;N;N
"Here you can see list of all screens available in merchant panel";"Here you can see list of all screens available in merchant panel";S;merchant;N;N
"Custom pages";"Custom pages";S;merchant;N;N
"Predefined pages";"Predefined pages";S;merchant;N;N
"Url page settings";"Url page settings";S;merchant;N;N
"Affiliate link: http://www.example..";"Affiliate link: http://www.example..";S;merchant;N;N
"All Commisions";"All Commisions";S;merchant;N;N
"Countries";"Countries";S;merchant;N;N
"Start with Post Affiliate";"Start with Post Affiliate";S;merchant;N;N
"Main Integration Steps";"Main Integration Steps";B;merchant;N;N
"Advanced";"Advanced";B;merchant;N;N
"Edit url page";"Edit url page";C;affiliate;N;N
"Show banners with stats only";"Visualizza banner con le sole statistiche";C;affiliate;T;N
"Affiliate signup";"Iscrizione affiliato";B;merchant;T;N
"Integrate with your web page & shop";"Integrate with your web page & shop";C;merchant;N;N
"Menu & screens";"Menu & screens";C;merchant;N;N
"Customize design";"Customize design";C;merchant;N;N
"Change logo";"Change logo";C;merchant;N;N
"Edit menu";"Edit menu";C;merchant;N;N
"Edit header";"Edit header";C;merchant;N;N
"Edit footer";"Edit footer";C;merchant;N;N
"Edit %s";"Edit %s";C;merchant;N;N
"Add to menu";"Add to menu";C;merchant;N;N
"Are you sure you want to delete this page?";"Are you sure you want to delete this page?";C;merchant;N;N
"Add new custom page";"Add new custom page";C;merchant;N;N
"Add new url page";"Add new url page";C;merchant;N;N
"Affiliate panel screens";"Affiliate panel screens";C;merchant;N;N
"Edit signup form";"Edit signup form";C;merchant;N;N
"Are you sure to delete selected affiliate from this commission group?";"Are you sure to delete selected affiliate from this commission group?";C;affiliate;N;N
"Edit commission group";"Edit commission group";C;;N;N
"Add commission group";"Add commission group";C;;N;N
"Are you sure to delete selected commission group?";"Are you sure to delete selected commission group?";C;;N;N
"Commission groups";"Commission groups";C;;N;N
"Are you sure you want to set ";"Are you sure you want to set ";C;;N;N
"Available countries";"Available countries";C;;N;N
"Enter valid %s";"Enter valid %s";B;;N;N
"Retry Update";"Retry Update";C;;N;N
"Start Update";"Start Update";C;;N;N
"Are you sure you want to delete selected file?";"Are you sure you want to delete selected file?";C;;N;N
"File from common templates is used";"File from common templates is used";C;;N;N
"Create specific file for this theme";"Create specific file for this theme";C;;N;N
"Edit this file";"Edit this file";C;;N;N
"Delete this file";"Delete this file";C;;N;N
"Failed to invite %s %s";"Failed to invite %s %s";S;;N;N
"%s %s successfully invited";"%s %s successfully invited";S;;N;N
"%s successfully add";"%s successfully add";S;;N;N
"user(s) in commission group";"user(s) in commission group";S;;N;N
"commission group";"commission group";B;;N;N
"Admin";"Admin";S;merchant;N;N
"Could not delete logged %s";"Could not delete logged %s";S;merchant;N;N
"Private campaign";"Private campaign";S;;N;N
"Copying file";"Copying file";S;;N;N
"Error during application update (%s)";"Error during application update (%s)";S;;N;N
"Could not open csv file.";"Could not open csv file.";S;;N;N
"Failed to create new language: %s";"Failed to create new language: %s";S;;N;N
"Application meta description";"Application meta description";S;;N;N
"GwtPHP Framework Application, Gwt, PHP";"GwtPHP Framework Application, Gwt, PHP";S;;N;N
"Maintenance Mode: Update in progress. Please run installer to finish update.";"Maintenance Mode: Update in progress. Please run installer to finish update.";S;;N;N
"Maintenance Mode: Install in progress";"Maintenance Mode: Install in progress";S;;N;N
"Please select the language to use during the Post Affiliate Pro installation steps";"Please select the language to use during the Post Affiliate Pro installation steps";S;;N;N
"HEADER";"HEADER";S;merchant;N;N
"MENU";"MENU";S;merchant;N;N
"CONTENT";"CONTENT";S;merchant;N;N
"FOOTER";"FOOTER";S;merchant;N;N
"Product of";"Product of";S;merchant;N;N
"Features";"Features";B;;N;N
"SIGNUP FORM FIELDS";"SIGNUP FORM FIELDS";S;merchant;N;N
"Get More Plugins";"Get More Plugins";S;;N;N
"You can find additional plugins for your site in our plugin directory on page";"You can find additional plugins for your site in our plugin directory on page";S;;N;N
"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";S;;N;N
"Uploaded, but inactive plugins";"Uploaded, but inactive plugins";S;;N;N
"Campaign is Active";"Campagna attiva";C;affiliate;T;N
"Campaign is paused (visible)";"Campagna in pausa (visible)";C;affiliate;T;N
"Campaign is stopped (invisible)";"Campagna ferma (invisible)";C;affiliate;T;N
"Campaign is active, not running";"Campagna attiva, non in funzione";C;affiliate;T;N
"No banners";"No banners";C;affiliate;N;N
"Retype password";"Retype password";C;merchant;N;N
"Are you sure to delete selected merchant?";"Are you sure to delete selected merchant?";C;merchant;N;N
"You are approved";"Sei approvato";C;affiliate;T;N
"You are waiting for approval";"You are waiting for approval";C;affiliate;N;N
"You are declined";"You are declined";C;affiliate;N;N
"Apply for this campaign";"Apply for this campaign";C;affiliate;N;N
"Invite to campaign";"Invite to campaign";C;;N;N
"Are you sure you want to invite selected affiliate(s) to this campaign?";"Are you sure you want to invite selected affiliate(s) to this campaign?";C;;N;N
"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";B;merchant;N;N
"Are you sure you want to activate this feature?";"Are you sure you want to activate this feature?";B;;N;N
"Affiliates in campaign";"Affiliates in campaign";C;;N;N
"Public - visible to all";"Public - visible to all";B;;N;N
"Public - with manual approval";"Public - with manual approval";B;;N;N
"Private - Visible only for invited affiliates";"Private - Visible only for invited affiliates";B;;N;N
"Your license has changed. Restart is needed. Do you want to restart now?";"Your license has changed. Restart is needed. Do you want to restart now?";C;;N;N
"Error refreshing license (%s).";"Error refreshing license (%s).";C;;N;N
"Restart of application is needed. Do you want to restart now?";"Restart of application is needed. Do you want to restart now?";C;;N;N
"FeaturesDescription";"FeaturesDescription";C;;N;N
"Parent_Affiliate_signup_Help";"Parent_Affiliate_signup_Help";C;;N;N
"Your license does not allow activation of this feature.";"Your license does not allow activation of this feature.";C;;N;N
"Are you sure you want to deactivate this feature?";"Are you sure you want to deactivate this feature?";B;;N;N
"Finance";"Finance";C;;N;N
"Action code must be unique in campaign";"Il Codice dell'azione deve essere unico nella campagna";S;;T;N
"Action name must be unique in campaign";"Il nome dell'azione deve essere unico nella campagna";S;;T;N
"User is also in this or other commission group for this campaign";"User is also in this or other commission group for this campaign";S;;N;N
"Missing campaign id";"Missing campaign id";S;;N;N
"Menu entry with %s already exists";"Menu entry with %s already exists";S;;N;N
"Lifetime commissions";"Lifetime commissions";S;;N;N
"Add per action commission";"Aggiungi commissione per Action";C;;T;N
"Action name";"Action name";B;;N;N
"Action code";"Action code";B;;N;N
"IntegrationActionHelp";"IntegrationActionHelp";C;;N;N
"not specified";"not specified";C;merchant;N;N
"IntegrationAffiliateHelp";"IntegrationAffiliateHelp";C;merchant;N;N
"IntegrationCampaignHelp";"IntegrationCampaignHelp";C;merchant;N;N
"IntegrationStatusHelp";"IntegrationStatusHelp";C;merchant;N;N
"IntegrationCommissionHelp";"IntegrationCommissionHelp";C;merchant;N;N
"Sales/Leads Tracking";"Sales/Leads Tracking";C;merchant;N;N
"Data %s";"Data %s";C;merchant;N;N
"%s - tier";"%s - tier";C;merchant;N;N
"Drag this icon to QuickLaunch";"Drag this icon to QuickLaunch";C;;N;N
"Add to Quick Launch";"Add to Quick Launch";C;;N;N
"Show advanced tracking options";"Show advanced tracking options";C;merchant;N;N
"Hide advanced tracking options";"Hide advanced tracking options";C;merchant;N;N
"Rotator banner can not contain same banner twice";"Rotator banner can not contain same banner twice";S;;N;N
"Rule";"Rule";S;;N;N
"Campaign id is missing";"Manca l' ID della Campagna";S;;T;N
"You cannot migrate data to already existing installation";"You cannot migrate data to already existing installation";S;;N;N
"Failed to load file info";"Failed to load file info";S;;N;N
"Failed to delete file. File doesn't exist in database.";"Failed to delete file. File doesn't exist in database.";S;;N;N
"Failed to delete file from database.";"Failed to delete file from database.";S;;N;N
"Required plugin %s is not active";"Required plugin %s is not active";S;;N;N
"Required plugin %s has to be in version %s or higher";"Required plugin %s has to be in version %s or higher";S;;N;N
"Banner Parameters";"Banner Parameters";S;merchant;N;N
"Conditions";"Conditions";S;merchant;N;N
"If";"If";B;merchant;N;N
"that are";"that are";B;merchant;N;N
"in";"in";B;merchant;N;N
"then";"then";B;merchant;N;N
"Performance rewards";"Performance rewards";B;;N;N
"Are you sure to delete selected rule?";"Are you sure to delete selected rule?";C;;N;N
"Add rule";"Add rule";C;;N;N
"Actual month";"Actual month";B;;N;N
"Actual year";"Actual year";B;;N;N
"All unpaid commissions";"Tutte le commissioni non pagate";B;;T;N
"Last week";"Last week";B;;N;N
"Last two weeks";"Last two weeks";B;;N;N
"Since day of last month";"Since day of last month";B;;N;N
"Approved or Pending";"Approvato o in Attesa";B;;T;N
"Edit rule";"Edit rule";C;;N;N
"Rule number";"Rule number";C;;N;N
"Create Banner";"Create Banner";C;merchant;N;N
"BannerStatisticsHeader";"BannerStatisticsHeader";C;merchant;N;N
"BannerStatisticsDescription";"BannerStatisticsDescription";C;merchant;N;N
"Original currency code";"Original currency code";S;;N;N
"Error while saving commission: %s";"Error while saving commission: %s";S;merchant;N;N
"Error while adding commission: %s";"Error while adding commission: %s";S;merchant;N;N
"Commissions added successfully";"Commissions added successfully";S;merchant;N;N
"User roles privileges";"User roles privileges";B;;N;N
"Default role can not be deleted!";"Default role can not be deleted!";S;;N;N
"Commission type settings";"Commission type settings";S;merchant;N;N
"Multiple currencies";"Multiple currencies";S;;N;N
"Recurring Commissions";"Recurring Commissions";S;;N;N
"Role will be copied into new role with all privileges of original role.";"Role will be copied into new role with all privileges of original role.";S;;N;N
"Extra bonus";"Extra bonus";C;;N;N
"Action commission";"Action commission";C;;N;N
"ActionCommissionDescription";"ActionCommissionDescription";C;;N;N
"Cpm commission";"Cpm commission";C;;N;N
"CpmCommissionDescription";"CpmCommissionDescription";C;;N;N
"Are you sure you want to delete selected currency";"Are you sure you want to delete selected currency";C;;N;N
"Daily";"Daily";B;;N;N
"Weekly";"Weekly";B;;N;N
"Monthly";"Monthly";B;;N;N
"Yearly";"Yearly";B;;N;N
"Recurrence";"Recurrence";B;;N;N
"Click commission";"Click commission";C;merchant;N;N
"ClickCommissionDescription";"ClickCommissionDescription";C;merchant;N;N
"Sale commission";"Sale commission";C;merchant;N;N
"SaleCommissionDescription";"SaleCommissionDescription";C;merchant;N;N
"Name of new role";"Name of new role";C;;N;N
"Copy of ";"Copy of ";C;;N;N
"Create new role";"Create new role";C;;N;N
"Delete Role";"Delete Role";C;;N;N
"Copy Role";"Copy Role";C;;N;N
"Copy User Role";"Copy User Role";C;;N;N
"Privileges";"Privileges";C;;N;N
"Users";"Users";C;;N;N
"Are you sure you want to delete role %s ?";"Are you sure you want to delete role %s ?";C;;N;N
"Example SubId link";"Example SubId link";S;affiliate;N;N
"Loading application";"Loading application";S;;N;N
"New password link";"New password link";S;;N;N
"here";"here";S;affiliate;N;N
"Web Url";"Web Url";B;merchant;N;N
"Company name";"Ragione Sociale";B;;T;N
"State";"Provincia";B;merchant;T;N
"Zipcode";"Cap";B;merchant;T;N
"Phone";"Telefono";B;merchant;T;N
"Fax";"Fax";B;merchant;N;N
"Unused";"Unused";B;;N;N
"ICQ";"ICQ";B;merchant;N;N
"MSN Messenger";"MSN Messenger";B;merchant;N;N
"Skype";"Skype";B;merchant;N;N
"Yahoo Messenger";"Yahoo Messenger";B;merchant;N;N
"Google talk";"Google talk";B;merchant;N;N
"Contact email";"Contact email";B;merchant;N;N
"<strong>Welcome to our affiliate program</strong><br/><br/>Use the menu to navigate through your panel.<br/>The <strong>Promotion</strong> menu contains campaigns, banners and other tools to help you in promotion.<br/>In <strong>Reports</strong> you can run various reports showing you the results - traffic sent by you, commissions you earned and so on.<br/><br/>";"<strong>Welcome to our affiliate program</strong><br/><br/>Use the menu to navigate through your panel.<br/>The <strong>Promotion</strong> menu contains campaigns, banners and other tools to help you in promotion.<br/>In <strong>Reports</strong> you can run various reports showing you the results - traffic sent by you, commissions you earned and so on.<br/><br/>";B;;N;N
"PayPal Email";"PayPal Email";B;;N;N
"Payable to";"Payable to";B;;N;N
"Moneybookers";"Moneybookers";B;;N;N
"Moneybookers Email";"Moneybookers Email";B;;N;N
"Bank / Wire transfer";"Bank / Wire transfer";B;;N;N
"Bank account name";"Bank account name";B;;N;N
"Bank account number";"Bank account number";B;;N;N
"Bank name";"Bank name";B;;N;N
"Bank code";"Bank code";B;;N;N
"Bank address";"Bank address";B;;N;N
"Bank SWIFT code";"Bank SWIFT code";B;;N;N
"Affiliate program";"Affiliate nella campagne";B;;T;N
"Welcome to affiliate program";"Welcome to affiliate program";B;;N;N
"Merchants";"Merchants";B;;N;N
"It is not possible to changes privileges for default role %s";"It is not possible to changes privileges for default role %s";S;;N;N
"Recurring";"Recurring";C;;N;N
"Referral";"Referral";C;;N;N
"Chargeback";"Chargeback";C;;N;N
"Affiliates in group";"Affiliates in group";C;;N;N
"Back to campaign";"Back to campaign";C;;N;N
"MerchantsDescription";"MerchantsDescription";C;merchant;N;N
"New user role you can create by copying of existing role to new role. Default roles can't be deleted or modified!";"New user role you can create by copying of existing role to new role. Default roles can't be deleted or modified!";C;;N;N
"Recurring commission";"Recurring commission";S;;N;N
"Rank";"Rank";B;;N;N
"Missing banner id";"Missing banner id";S;;N;N
"Banner Rotator";"Banner Rotator";B;;N;N
"Recurring commissions";"Recurring commissions";B;;N;N
"Status of selected recurring transaction(s) was changed";"Status of selected recurring transaction(s) was changed";S;;N;N
"Failed to change status of selected recurring transaction(s)";"Failed to change status of selected recurring transaction(s)";S;;N;N
"Last commission";"Last commission";S;;N;N
"Each 15 minutes";"Each 15 minutes";B;;N;N
"Quarterly";"Quarterly";B;;N;N
"Semiannualy";"Semiannualy";B;;N;N
"Failed to make refund / chargeback of selected transaction(s)";"Failed to make refund / chargeback of selected transaction(s)";S;merchant;N;N
"Preset name must be unique";"Il nome preimpostato deve essere unico";S;;T;N
"Last commission date";"Last commission date";S;merchant;N;N
"%s banners";"%s banners";C;affiliate;N;N
"Add To Rotator";"Add To Rotator";C;;N;N
"Select Banner";"Select Banner";C;;N;N
"Rotator";"Rotator";C;;N;N
"Are you sure you want to change status of selected recurring commission(s)?";"Are you sure you want to change status of selected recurring commission(s)?";C;;N;N
"RecurringCommissionsListDescription";"RecurringCommissionsListDescription";C;;N;N
"Refund management";"Refund management";C;merchant;N;N
"Do you really want to set refund / charge back on the selected transaction(s)?";"Do you really want to set refund / charge back on the selected transaction(s)?";C;merchant;N;N
"Make refund";"Make refund";C;merchant;N;N
"Make charge back";"Make charge back";C;merchant;N;N
"Edit available countries";"Edit available countries";C;merchant;N;N
"Update license";"Update license";C;;N;N
"Revalidate license";"Revalidate license";C;;N;N
"Invalid license";"Invalid license";C;;N;N
"License ID can not be empty";"License ID can not be empty";C;;N;N
"Report problems";"Report problems";B;merchant;N;N
"Email sent";"Email sent";S;merchant;N;N
"Error while sending mail";"Error while sending mail";S;merchant;N;N
"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";S;;N;N
"Tasks waiting for approval";"Tasks waiting for approval";S;merchant;N;N
"Traffic overview";"Traffic overview";S;;N;N
"Real list should look like this";"Real list should look like this";S;merchant;N;N
"DirecLink Urls";"DirecLink Urls";S;merchant;N;N
"Report problem";"Report problem";S;merchant;N;N
"Signup commissions";"Signup commissions";B;merchant;N;N
"Are you sure want to delete selected channel?";"Sei sicuro di voler cancellare il canale/sito selezionato?";C;affiliate;T;N
"MerchantHomeDescription";"MerchantHomeDescription";C;merchant;N;N
"Referral commission";"Referral commission";B;merchant;N;N
"Back";"Back";C;;N;N
"Campaign:";"Campagna:";S;merchant;T;N
